 Barret	Speaker	BarretThe planet's dyin', Cloud!	Cloud	Referent
 Cait Sith	Speaker	Cait SithDoncha worry none, Marlene's in a safe place. She's with Aerith' mama.Barret!!What was that scratching just now!?As long as Marlene is safe, who cares what else happens, right?I been itchin' to say this to ya fer a while now!When ya blew the Midgar No. 1 up, how many folks d'ya think died?	Aerith	Referent
 Cait Sith	Speaker	Cait SithDoncha worry none, Marlene's in a safe place. She's with Aerith' mama.Barret!!What was that scratching just now!?As long as Marlene is safe, who cares what else happens, right?I been itchin' to say this to ya fer a while now!When ya blew the Midgar No. 1 up, how many folks d'ya think died?	Barret	Referent
 Cait Sith	Speaker	Cait SithCloud, you do your best now, hear!?I know y'all can't forgive the Shinra, but them poor folks in Midgar ain't done a bit wrong!	Cloud	Referent
 Cait Sith	Speaker	Cait SithHow about it, Cloud? Shouldn't we have the others come?	Cloud	Referent
 Cait Sith	Speaker	Cait SithI went an' told Aerith' Mom about her death.Yes, an' Miss Elmyra was cryin' herself silly... So was little Marlene...	Aerith	Referent
 Cait Sith	Speaker	Cait SithThis is secret info, but... Rufus's going to arrive here, too.	Rufus	Referent
 Cait Sith	Speaker	Cait SithYou serious!? That's not Sephiroth!	Sephiroth	Referent
 Cait Sith	Speaker	Cait SithBut Tifa! Isn't this an illusion?	Tifa	Referent
 Cait Sith	Speaker	Cait SithCloud, something's strange here. Who is this guy?	Cloud	Referent
 Cait Sith	Speaker	Cait SithHey, Cloud, I found this.	Cloud	Referent
 Vincent	Speaker	VincentCloud!	Cloud	Referent
 Vincent	Speaker	VincentFurther down? I don't see any signs of danger...Also, there's something unnatural in the way Yuffie's acting...	Yuffie	Referent
 Vincent	Speaker	VincentWait, Cloud.This is the road to the Northern Mountains. Don't you want to find Aerith?	Cloud	Referent
 Vincent	Speaker	VincentWait, Cloud.This is the road to the Northern Mountains. Don't you want to find Aerith?	Aerith	Referent
 Vincent	Speaker	VincentWhich way did Sephiroth head?	Sephiroth	Referent
 Vincent	Speaker	VincentVincent. My occupation is...... forget it.	Vincent	Referent
 Vincent	Speaker	VincentSephiroth!?	Sephiroth	Referent
 Vincent	Speaker	VincentSo Sephiroth knows he was created five years ago? And about the Jenova Project?...He was missing, but has just recently reappeared.He has taken many lives and is seeking the Promised Land.	Sephiroth	Referent
 Vincent	Speaker	VincentI was with... the Shinra Manufacturing Department in Administrative Research, otherwise known as--the Turks...Vincent.	Vincent	Referent
 Vincent	Speaker	VincentThe woman who gave birth to Sephiroth.	Sephiroth	Referent
 Vincent	Speaker	VincentHey Cid, let's go back to our rooms.	Cid	Referent
 Vincent	Speaker	VincentCloud, it's you......	Cloud	Referent
 Vincent	Speaker	Vincent......So glad you're all right Tifa.	Tifa	Referent
 Vincent	Speaker	VincentBetter hurry. Reno's getting away.	Reno	Referent
 Vincent	Speaker	VincentLucrecia... Sephiroth is dead...	Sephiroth	Referent
 Vincent	Speaker	VincentCid...... I wish I had your go-get-them attitude.It appears my feelings vanished into thin air ever since I was in that long slumber......	Cid	Referent
 Vincent	Speaker	VincentDefeat Sephiroth... Defeat the son of that beloved woman...Am I on the verge of committing another sin......?Or am I atoning as best I can for only watching...?	Sephiroth	Referent
 Vincent	Speaker	Vincent......we still can't seem to get near Sephiroth...	Sephiroth	Referent
 Vincent	Speaker	VincentCloud...	Cloud	Referent
 Vincent	Speaker	VincentI don't know, Cloud. I think we should have everyone here.	Cloud	Referent
 Vincent	Speaker	VincentDon't be caught off guard...... Sephiroth may be near.	Sephiroth	Referent
 Vincent	Speaker	VincentStay on alert. You never know when Sephiroth might appear.	Sephiroth	Referent
 Vincent	Speaker	VincentYou mean... we weren't in pursuit of Sephiroth...?	Sephiroth	Referent
 Vincent	Speaker	VincentYou never know when Sephiroth may show up... so don't let your guard down.	Sephiroth	Referent
 Vincent	Speaker	Vincent...It's not Cloud. Who is this man?	Cloud	Referent
 Vincent	Speaker	VincentCloud...... take the ship to the Northern Cave.The time for flying is now past.Our battlefield is now beneath the earth...The gate to tomorrow is not the light of heaven, but the darkness of the depths of the earth......	Cloud	Referent
 Vincent	Speaker	VincentI was frozen in time... But now I feel as though my time is finally about to begin...!Sephiroth, now it's your time to sleep between the ages!!	Sephiroth	Referent
 Cid	Speaker	CidCloud! What the hell are you doing?	Cloud	Referent
 Cid	Speaker	CidYuffie! You sure got some nerve, kid!	Yuffie	Referent
 Cid	Speaker	CidYou lost, Yuffie.	Yuffie	Referent
 Cid	Speaker	Cid......Dammit, Yuffie. We ain't got time to be listening to your life story.If you want materia, get it yourself. That's how you should do it.	Yuffie	Referent
 Cid	Speaker	Cid......that's just beautiful! And now that *#$^@'s walked off with Yuffie, too!And without that brat, we can't get our hands on our materia!	Yuffie	Referent
 Cid	Speaker	CidWell, just tell yourself you're on a big ship, and leave the rest to ol' Cid!	Cid	Referent
 Cid	Speaker	Cloud- ......That's right.- You kiddin'?Tifa- ......That's right- No way!Cid- ......That's right- What're you sayin'!	Tifa	Referent
 Cid	Speaker	Cloud- ......That's right.- You kiddin'?Tifa- ......That's right- No way!Cid- ......That's right- What're you sayin'!	Cid	Referent
 Cid	Speaker	CidH...ey, Cloud.You thinkin' of going skiing? If we wanna find Aerith, we go THAT way!	Cloud	Referent
 Cid	Speaker	CidH...ey, Cloud.You thinkin' of going skiing? If we wanna find Aerith, we go THAT way!	Aerith	Referent
 Cid	Speaker	CidShit, Cloud. We can't be sittin' around on our asses.	Cloud	Referent
 Cid	Speaker	Cid...Which way did that creep Sephiroth go!?	Sephiroth	Referent
 Cid	Speaker	CidCaptain? I'm the Captain!The name's Cid. Everyone calls me 'Captain', though.What d'ya want?	Cid	Referent
 Cid	Speaker	CidHurry up and sit down! Or ain't my hospitality good enough for you!?They're late... Where is Rufus...?	Rufus	Referent
 Cid	Speaker	CidYeah. Anyone stupid enough to go up against Shinra nowadays, has GOTTA be a numskull! I like it!So, where we headed?Rufus was goin' after Sephiroth towards the Temple of the Ancients.	Rufus	Referent
 Cid	Speaker	CidYeah. Anyone stupid enough to go up against Shinra nowadays, has GOTTA be a numskull! I like it!So, where we headed?Rufus was goin' after Sephiroth towards the Temple of the Ancients.	Sephiroth	Referent
 Cid	Speaker	CidYeah, I'm worried 'bout Tifa; she may've collapsed takin' care of the guy.How 'bout checkin' in on 'em! Down to Mideel!	Tifa	Referent
 Cid	Speaker	CidYeah, and I'm worried that even Tifa's gonna fall over on her butt.Let's go back and see what's happening?...... to Mideel...	Tifa	Referent
 Cid	Speaker	CidTifa, sorry, but I've gotta show this moron how to land the ship.Don't worry, it'll be done in a minute.Oh, and Tifa......No matter what your goal is, you've got to be prepared.Go to your room and get ready for our operation.I put a lot of things for the operation in your room, so put them in order.	Tifa	Referent
 Cid	Speaker	CidWait, Cloud!If you're gonna kick those *#$% Shinra out of my rocket, then take me with you!ALL RIGHT! Let's show those &$!@& Shinra!	Cloud	Referent
 Cid	Speaker	CidGoddammit, what the hell do they think they're gonna do to my rocket!?I'm outta here, Cloud! I'm gonna kick those $^%$# Shinra right out of my rocket!	Cloud	Referent
 Cid	Speaker	CidIt's structured so that the lock can be opened if we enter the passcode from this control panel.Hey Cloud, you know how to use it, right?Everytime it says, 'Enter Passcode,' push one of those buttons.If you punch in the right code, it'll unlock and you can get the Huge Materia!	Cloud	Referent
 Cid	Speaker	CidAlright, Cloud!! It's unlocked!Yup, my great advice saved the day.	Cloud	Referent
 Cid	Speaker	CidAhhh &$#$#! The Protection System just activated!...Cloud, too bad, but we gotta let it go.	Cloud	Referent
 Cid	Speaker	CidMaybe you're right.But I came up with something different.I always thought this planet was so huge.But lookin' at it from space, I realized it's so small.We're just floatin' in the dark. ......kind of makes you feel powerless.On top of that it's got Sephiroth festerin' inside it like a sickness.That's why I say this planet's still a kid.A little kid sick and trembling in the middle of this huge universe.Someone's gotta protect it.Ya follow me? That someone is us.	Sephiroth	Referent
 Cid	Speaker	CidHey, Nanaki.If you butt in now, you never know what they'll say later......	Nanaki	Referent
 Cid	Speaker	CidYeah, yeah......There are 2 levers here that've been buggin' me for a while now...Let me try them out.All right, so what should I do?You decide, Cloud.	Cloud	Referent
 Cid	Speaker	CidHeh, good job, Tifa.	Tifa	Referent
 Cid	Speaker	CidListen Doc, why don't you tell us the truth.What about Cloud? Is he all right?	Cloud	Referent
 Cid	Speaker	CidYeah. Right. Hang in there, Tifa.	Tifa	Referent
 Cid	Speaker	CidYou hang in there, Tifa. Take care of Cloud.	Tifa	Referent
 Cid	Speaker	CidYou hang in there, Tifa. Take care of Cloud.	Cloud	Referent
 Cid	Speaker	CidWhat did you say, Cloud!?	Cloud	Referent
 Cid	Speaker	CidN, nothin'!! You and Cloud get inside quick!!	Cloud	Referent
 Cid	Speaker	CidTifa!! Cloud!! Get outta here!!	Tifa	Referent
 Cid	Speaker	CidTifa!! Cloud!! Get outta here!!	Cloud	Referent
 Cid	Speaker	CidHey Cloud......You think we can win against that monster? We got a chance of winnin', right?	Cloud	Referent
 Cid	Speaker	CidHey, do you know who I am?I'm Cid - that's who the hell I am! Now just let me handle it!	Cid	Referent
 Cid	Speaker	CidYeah, and I'm worried about Tifa, too.Let's go see what's going on at Mideel...	Tifa	Referent
 Cid	Speaker	CidAhh, no good. Cloud you call the others in here too!	Cloud	Referent
 Cid	Speaker	CidAerith...?I wanted to give her a ride in the Highwind......	Aerith	Referent
 Cid	Speaker	CidCloud's not here......	Cloud	Referent
 Cid	Speaker	CidHey, Cloud. Let's get back to the real world, huh.	Cloud	Referent
 Cid	Speaker	CidWhich you gonna choose, Cloud?	Cloud	Referent
 Cid	Speaker	CidI'll destroy that Sephiroth before anyone gets to him!	Sephiroth	Referent
 Cid	Speaker	CidSephiroth's probably crapping his pants right about now...	Sephiroth	Referent
 Cid	Speaker	CidBarret's right.You take two of us with you and go first. The rest'll catch up with ya later.	Barret	Referent
 Sephiroth	Speaker	SephirothThere, Cloud... good boy.	Cloud	Referent
 Sephiroth	Speaker	SephirothCloud...	Cloud	Referent
 Sephiroth	Speaker	SephirothThis is the reason for the malfunction. This part is broken.Cloud, close the valve.	Cloud	Referent
 Sephiroth	Speaker	SephirothFive years ago you were......constructed by Hojo, piece by piece, right after Nibelheim was burnt.A puppet made up of vibrant Jenova cells, her knowledge, and the power of Mako.An incomplete Sephiroth-clone. Not even given a number. ...That is your reality.Ha, ha, ha......	Sephiroth	Referent
 Sephiroth	Speaker	SephirothHa, ha, ha... Tifa...Why are you so worried and scared by those words?Hmm... Shall I show everyone here what's in your heart?	Tifa	Referent
 Sephiroth	Speaker	SephirothCloud... Don't blame Tifa.The ability to change one's looks, voice, and words, is the power of Jenova.Inside of you, Jenova has merged with Tifa's memories, creating you.Out of Tifa's memory......A boy named Cloud might've just been a part of them.	Tifa	Referent
 Sephiroth	Speaker	SephirothCloud... Don't blame Tifa.The ability to change one's looks, voice, and words, is the power of Jenova.Inside of you, Jenova has merged with Tifa's memories, creating you.Out of Tifa's memory......A boy named Cloud might've just been a part of them.	Cloud	Referent
 Sephiroth	Speaker	SephirothHa, ha, ha...... Think, Cloud!...Cloud? Ha, ha, ha...... Oh, excuse me. You never had a name...	Cloud	Referent
 Little Cloud	Speaker	Little CloudTifa...... did you forget...... about those days?	Tifa	Referent
 Little Cloud	Speaker	Little CloudDo you know where this window goes to, Tifa?Fine...... I'll go.	Tifa	Referent
 Gatekeeper	Speaker	GatekeeperHey, Nanaki! You're safe!Come on, and say hello to Bugenhagen!	Nanaki	Referent
 Gatekeeper	Speaker	Gatekeeper...Oh, is that so? You helped our Nanaki? Please, come in.	Nanaki	Referent
 Gatekeeper	Speaker	GatekeeperNanaki is Nanaki. That's his name.	Nanaki	Referent
 Gatekeeper	Speaker	GatekeeperNanaki, it's really bad. Ever since Bugenhagen returned from that last trip, he doesn't seem well.Why don't you hurry and see Bugenhagen?	Nanaki	Referent
 Bugenhagen	Speaker	Bugenhagen (from above)Hey! Nanaki--! You're home!	Nanaki	Referent
 Bugenhagen	Speaker	BugenhagenHo Ho Hoooo. I hear that you looked after Nanaki a bit.Nanaki is still a child you see.	Nanaki	Referent
 Bugenhagen	Speaker	BugenhagenHo Ho Hoooo. Nanaki's tribe has incredible longevity.So you see his 48 years would only be equivalent to say that of a 15 or 16 year old in human reckoning.	Nanaki	Referent
 Bugenhagen	Speaker	BugenhagenHo Ho Hoooo. No Nanaki. You can't stand on your own yet.To do that now would destroy you in the long run.Reaching up into the heavens, threatening to snatch the very stars from the great city of Midgar. You've seen it, haven't you?Well, that's a bad example. Looking up too much makes you lose perspective.When it's time for this planet to die, you'll understand that you know absolutely nothing.	Nanaki	Referent
 Bugenhagen	Speaker	Bugenhagen...Come, Nanaki. There's something you should see.	Nanaki	Referent
 Bugenhagen	Speaker	BugenhagenThe place may be dangerous.Cloud. Will you and one other person come with us?	Cloud	Referent
 Bugenhagen	Speaker	Bugenhagen...Thank you, Cloud. Because of you, we survived.Nanaki, you have grown strong, too.	Cloud	Referent
 Bugenhagen	Speaker	Bugenhagen...Thank you, Cloud. Because of you, we survived.Nanaki, you have grown strong, too.	Nanaki	Referent
 Bugenhagen	Speaker	Bugenhagen...The warrior who fought against the Gi.He kept them from taking even one step into Cosmo Canyon.But he was never able to return to town...Look, Nanaki. Look at your father, at the warrior, Seto.	Nanaki	Referent
 Bugenhagen	Speaker	BugenhagenCloud... Would you mind leaving the two of us alone?	Cloud	Referent
 Bugenhagen	Speaker	BugenhagenNanaki. I want you to continue your journey with Cloud and the others.	Nanaki	Referent
 Bugenhagen	Speaker	BugenhagenNanaki. I want you to continue your journey with Cloud and the others.	Cloud	Referent
 Bugenhagen	Speaker	BugenhagenListen, Nanaki.Cloud says they are trying to save the planet.Honestly, I don't think it can be done.For even if they stop every reactor on the planet, it's only going to postpone the inevitable.Even if they stop Sephiroth, everything will perish.But, Nanaki. I've been thinking lately.I've been thinking if there was anything WE could do,as a part of the planet, something to help a planet already in misery...No matter what happens, isn't it important to try?Am I just wishing against fate?I am too old to do anything about it...This year, I'll be 130. Ho Ho Hoooo.That is why, Nanaki, you must go with them! For my sake.	Cloud	Referent
 Bugenhagen	Speaker	BugenhagenListen, Nanaki.Cloud says they are trying to save the planet.Honestly, I don't think it can be done.For even if they stop every reactor on the planet, it's only going to postpone the inevitable.Even if they stop Sephiroth, everything will perish.But, Nanaki. I've been thinking lately.I've been thinking if there was anything WE could do,as a part of the planet, something to help a planet already in misery...No matter what happens, isn't it important to try?Am I just wishing against fate?I am too old to do anything about it...This year, I'll be 130. Ho Ho Hoooo.That is why, Nanaki, you must go with them! For my sake.	Sephiroth	Referent
 Bugenhagen	Speaker	BugenhagenListen, Nanaki.Cloud says they are trying to save the planet.Honestly, I don't think it can be done.For even if they stop every reactor on the planet, it's only going to postpone the inevitable.Even if they stop Sephiroth, everything will perish.But, Nanaki. I've been thinking lately.I've been thinking if there was anything WE could do,as a part of the planet, something to help a planet already in misery...No matter what happens, isn't it important to try?Am I just wishing against fate?I am too old to do anything about it...This year, I'll be 130. Ho Ho Hoooo.That is why, Nanaki, you must go with them! For my sake.	Nanaki	Referent
 Bugenhagen	Speaker	BugenhagenNanaki...	Nanaki	Referent
 Bugenhagen	Speaker	BugenhagenCloud. Please look after Nanaki.	Cloud	Referent
 Bugenhagen	Speaker	BugenhagenCloud. Please look after Nanaki.	Nanaki	Referent
 Bugenhagen	Speaker	BugenhagenHo Ho Hoooo. You people.Where is Nanaki? I hope he's not bothering you.	Nanaki	Referent
 Bugenhagen	Speaker	BugenhagenHo Ho Hoooo. I'm glad you're back, Nanaki.I hate to ask you but, please look after Nanaki from now on.	Nanaki	Referent
 Bugenhagen	Speaker	BugenhagenHo Ho Hoooo....no time to be humming now. The planet is nearing imminent death.Where is Cloud? Wasn't he with you?	Cloud	Referent
 Bugenhagen	Speaker	BugenhagenI see... Cloud has......It's true that there are several places on the planet where Lifestream is gathered.But most of those places are below the surface where humans cannot reach them.There's only one place. An island floating in the Southern Sea...What did you say? I haven't left here in years... No good. I can't remember.In the Southern Seas I think there was an island where Lifestream is.But even if you find Cloud there...Life's dream is a mass of spiritual energy,and one person alone probably couldn't stand against such an incredible spiritual current...	Cloud	Referent
 Bugenhagen	Speaker	BugenhagenI don't know... But, it probably has something to do with our riddle.The riddle... then it must have something to do with Aerith.	Aerith	Referent
 Bugenhagen	Speaker	Bugenhagen...Nanaki...? ...you're still...... here?	Nanaki	Referent
 Bugenhagen	Speaker	Bugenhagen...listen, Nanaki. I think you may already know.If you have any mission in life, it is not to defend this valley.Look at the withering mountain grass. Listen to the warble of the new born chocobo's.Look always to the eternal flow of time which is far greater than the span of a human life.It will teach you more, than staying here in the valley...What you will see will eventually become a part of life's dream.For my children...... And for your children......So please, Nanaki... Go with Cloud... And with your eyes... your ears...	Nanaki	Referent
 Bugenhagen	Speaker	Bugenhagen...listen, Nanaki. I think you may already know.If you have any mission in life, it is not to defend this valley.Look at the withering mountain grass. Listen to the warble of the new born chocobo's.Look always to the eternal flow of time which is far greater than the span of a human life.It will teach you more, than staying here in the valley...What you will see will eventually become a part of life's dream.For my children...... And for your children......So please, Nanaki... Go with Cloud... And with your eyes... your ears...	Cloud	Referent
 Elder Bugah	Speaker	Elder BugahIs that so? You brought Nanaki back here?Yeah, thanks.	Nanaki	Referent
 Elder Bugah	Speaker	Elder BugahWhere is the Promised Land...? Maybe Bugenhagen knows.Isn't Nanaki starting to notice? The reason why Bugenhagen sent him away from the canyon...	Nanaki	Referent
 Kid near the Cosmo Candle	Speaker	Kid near the Cosmo CandleYaaay! Nanaki! Nanaki's back! It's all thanks to this flame!This fire is called 'Cosmo Candle'. It has burned for generations.It is a holy flame that protects this canyon.I heard once, it only went out once, long ago.The elders said something horrifying occurred, but I really don't know much about it.	Nanaki	Referent
 Kid near the Cosmo Candle	Speaker	Kid near the Cosmo CandleNanaki, are you leaving again? We want you to stay here forever...	Nanaki	Referent
 Elder Hargo	Speaker	Elder Hargo (in the observatory)I hope great Bugenhagen will take care and not overexert himself.'Ho Ho Hoooo.' I may be light, But I'm not as young as Nanaki.Oops. That will only get you angry. You're just like me. Ho ho ho.	Nanaki	Referent
 Elder Hargo	Speaker	Elder HargoI think Bugenhagen has foreseen it.About the planet... About Nanaki... And, about himself...But, Bugehnagen would never say that. All he says is 'Ho Ho Hoooo'...	Nanaki	Referent
 Boy	Speaker	BoyHey, look!Cloud's coming!	Cloud	Referent
 President Shinra	Speaker	President ShinraForgive me for asking, but I can't be expected to remember each person's name.Unless you become another Sephiroth.Yes, Sephiroth... He was brilliant. Perhaps too brilliant...	Sephiroth	Referent
 Man on the Path to Godo's House	Speaker	Man on the Path to Godo's HouseLord Godo is in this house.He used to be quite strong, but now, all he does is sleep......What, Yuffie... It's best to ask Lord Godo about that.But today he's not in the best of... Well, I should say... But really he's not so......	Yuffie	Referent
 Man on the Path to Godo's House	Speaker	Man on the Path to Godo's HouseLord Godo is in this house.He used to be quite strong, but now, all he does is sleep......Anyhow, for some reason Yuffie's had a fondness for materia ever since I can remember.She's always hung around places she thought might have it.	Yuffie	Referent
 Man on the Path to Godo's House	Speaker	Man on the Path to Godo's HouseShe's always getting into fights. But in that, she takes after Godo to a tee.Like father like daughter...Yuffie's like that, you know. Sometimes she'll just bust into people's houses.Then she hides in the shadows... Just like a little kid.	Yuffie	Referent
 Man on the Path to Godo's House	Speaker	Man on the Path to Godo's HouseShe's always getting into fights. But in that, she takes after Godo to a tee.Like father like daughter...That reminds me, Lately I've been seeing a kid around here that reminds me of Yuffie.Always sneakin' around corners And into somethin' she shouldn't be.	Yuffie	Referent
 Man on the Path to Godo's House	Speaker	Man on the Path to Godo's HouseTwo girls just went off towards Da-chao. I wonder if that place is starting to become popular with the kids?One had herself all tangled up in a rope. And the other one kind of looked like Yuffie.	Yuffie	Referent
 Gorky	Speaker	GorkyFreeze!Miss Yuffie! You cannot go on to the second floor until you defeat me!	Yuffie	Referent
 Gorky	Speaker	GorkyOh, Miss Yuffie! Will you be climbing the pagoda today?	Yuffie	Referent
 Gorky	Speaker	GorkyHere I am, Miss Yuffie!	Yuffie	Referent
 Gorky	Speaker	GorkySilence, Miss Yuffie!	Yuffie	Referent
 Gorky	Speaker	GorkyMiss Yuffie. We pray for your success!	Yuffie	Referent
 Gorky	Speaker	GorkyOh, you there! How is Miss Yuffie doing?	Yuffie	Referent
 Godo	Speaker	GodoGOOGAH... what do you want?Don't have... GAH... anything much but, you should be able to... GOO... rest yourselves here. GOGAH... make yourselves at home.......Yuffie? ......nope, never heard of her. ...GOOGO......you again? I told you once, and I'm telling you again, I don't know her.	Yuffie	Referent
 Godo	Speaker	GodoYuffie......!	Yuffie	Referent
 Godo	Speaker	GodoI'm glad you made it this far, Yuffie!	Yuffie	Referent
 Godo	Speaker	GodoIt's time I gave this to you, Yuffie...This is Leviathan Materia. Take it.	Yuffie	Referent
 Godo	Speaker	GodoYuffie...!	Yuffie	Referent
 Godo	Speaker	GodoYuffie!!Forgive me... It's all my fault...	Yuffie	Referent
 Godo	Speaker	GodoSilence!!Yuffie......I am the same now as I was before when I wanted the war.But, after I lost the war, I began to think...Is strength, only for defeating the enemy?...or just something to show-off to others...?Might begets might.That's the same way as the Shinra...	Yuffie	Referent
 Godo	Speaker	GodoYou there, please take Yuffie with you!I perceive that you all have both determination and strength!	Yuffie	Referent
 Godo	Speaker	GodoGo, Yuffie!For the sake of strengthening Wutai!	Yuffie	Referent
 Godo	Speaker	GodoYuffie, wait a minute.The Materia they all have...After their battle is over, you think they'll still want it?	Yuffie	Referent
 Godo	Speaker	GodoYour Mat-...I mean, please look after Yuffie...!	Yuffie	Referent
 Woman Walking near River	Speaker	Woman Walking near RiverLife is just like the flowing of a river. It flows from the large ocean of life, and eventually it returns back to it.Wutai is a historical place. There are some very unusual things here you should see.Yuffie? I saw her a while ago. She must be in one of the houses around here.	Yuffie	Referent
 Staniv	Speaker	StanivMiss Yuffie. Your feelings for Wutai are the same as Lord Godo's. Always remember that...	Yuffie	Referent
 Staniv	Speaker	StanivPlease take care of Miss Yuffie.	Yuffie	Referent
 Mr. Coates	Speaker	Mr. CoatesAll right then, Cloud.I'll send you up the elevator. Ester'll fill you in on the details.	Cloud	Referent
 Village Headman	Speaker	Village HeadmanBarret! Dyne! Come quick! The village's being attacked! It's Shinra soldiers!	Barret	Referent
 Village Headman	Speaker	Village HeadmanBarret! Dyne! Protect the village...!	Barret	Referent
 Dyne	Speaker	DyneHey, Barret! It's not over yet!Everyone's waiting! Let's go back to the village!	Barret	Referent
 Dyne	Speaker	DyneC'mon, Barret! We gotta hurry!	Barret	Referent
 Dyne	Speaker	DyneBarret!! You stay here!!	Barret	Referent
 Dyne	Speaker	DyneSo...... she's still alive...All right, Barret. I guess that means you and I gotta fight.	Barret	Referent
 Dyne	Speaker	Dyne...Think about it... Barret... How old was Marlene back then...?Even if I did go to her now... she wouldn't even know me...And what's more... Barret...These hands are a little too stained to carry Marlene anymore...	Barret	Referent
 Dyne	Speaker	DyneBarret...	Barret	Referent
 Ester	Speaker	EsterThat's so rude...Yeah, well. Nice to meet you, Cloud.	Cloud	Referent
 Ester	Speaker	EsterThanks.Let me introduce you, Cloud.This is Joe, one of the top Chocobo Jockeys.	Cloud	Referent
 Ester	Speaker	EsterCloudThanks for waiting. I registered you in the next race.This is a Chocobo I prepared myself. He won't lose easily.Oh yeah... You know how to ride one?	Cloud	Referent
 Joe	Speaker	JoeNice to meet you, Cloud.If you're with Ester, then...	Cloud	Referent
 Joe	Speaker	JoeWhat!?Oh, I see...So what did you do down there?Sorry... you're not supposed to ask about the past here...Pretty interesting... I have a feeling that we'll meet again.Then, until we meet again, Cloud.	Cloud	Referent
 Elmyra	Speaker	ElmyraCloud...... wasn't it?It's about Aerith, isn't it?	Cloud	Referent
 Elmyra	Speaker	ElmyraCloud...... wasn't it?It's about Aerith, isn't it?	Aerith	Referent
 Elmyra	Speaker	ElmyraThat's what Aerith wanted...	Aerith	Referent
 Elmyra	Speaker	ElmyraAerith is an Ancient. The sole survivor.	Aerith	Referent
 Elmyra	Speaker	ElmyraAerith just blurted that out all of a sudden. When I asked her if something happened...	Aerith	Referent
 Elmyra	Speaker	ElmyraShe brought a little girl here with her.On the way here, Tseng found them. She probably couldn't get away fast enough.She decided to go to the Shinra in exchange for the little girl's safety.	Tseng	Referent
 Elmyra	Speaker	ElmyraDon't say that. Aerith doesn't think that.	Aerith	Referent
 Elmyra	Speaker	ElmyraThank you, Cloud.	Cloud	Referent
 Elmyra	Speaker	ElmyraAerith, please go and make the bed.	Aerith	Referent
 Elmyra	Speaker	Elmyra......I don't know how to say this, but...Would you please leave here, tonight? Without telling Aerith.SOLDIER... the last thing Aerith needs is to get her feelings hurt again...	Aerith	Referent
 Marlene	Speaker	MarleneGuess what? Guess what? Aerith was asking me lots of questions.Like what kind of person Cloud is. I bet she likes you, Cloud!	Aerith	Referent
 Marlene	Speaker	MarleneGuess what? Guess what? Aerith was asking me lots of questions.Like what kind of person Cloud is. I bet she likes you, Cloud!	Cloud	Referent
 Marlene	Speaker	MarleneI won't tell Tifa!	Tifa	Referent
 Marlene	Speaker	MarleneCloud gave it to me.	Cloud	Referent
 Marlene	Speaker	Marlene............Thank you, Cloud.We'll take care of you.	Cloud	Referent
 Marlene	Speaker	MarlenePapa! Tifa!	Tifa	Referent
 Marlene	Speaker	MarleneHey! It's Tifa! Tifa! Help, I'm-	Tifa	Referent
 Marlene	Speaker	MarleneHey! It's Cloud!	Cloud	Referent
 All	Speaker	AllCloud!	Cloud	Referent
 Sailor 3	Speaker	Sailor 3President Rufus and his men are in the Bridge of the Ship. If they see you slacking, they'll bust you one!	Rufus	Referent
 Someone	Speaker	SomeoneSephiroth!?	Sephiroth	Referent
 Mechanic	Speaker	MechanicWhat's young president Rufus doing by getting all those mechanics together?	Rufus	Referent
 Shera	Speaker	SheraPresident Rufus is scheduled to come here. The Captain's been so restless all morning.	Rufus	Referent
 Shera	Speaker	SheraExcuse me... Cloud?Did the Captain say anything?	Cloud	Referent
 Shera	Speaker	SheraIs President Rufus here to announce that he's going to restart the Space Program?	Rufus	Referent
 Shera	Speaker	SheraDon't say that, Cid.	Cid	Referent
 Palmer	Speaker	PalmerHey-HEY! Long time no see! So Cid, how ya been?	Cid	Referent
 Palmer	Speaker	PalmerSe... Sephiroth. Sephiroth came.	Sephiroth	Referent
 Clone	Speaker	CloneWooooo-----ooow...... He's... calling...... Sephiroth...... is...... calling......	Sephiroth	Referent
 Letter	Speaker	LetterTifa, how are you? I just arrived in Midgar eight days ago.Yesterday, all of Nibelheim got together to welcome me. The only person that we couldn't get a hold of was Cloud.But everyone said he wasn't really that close to us. So even if we asked, he probably wouldn't have come anyway.Well, enough about him.Midgar is really something. But to tell the truth, I feel so behind on everything... so out of it.Even the rooms of people in the slums are clean.Right now I'm living in the slums, but I plan to move to a really nice room, like the ones I've seen in magazines, once I make some money....but, to do that, I guess I have to find a job first. That's right. I still haven't found a job yet.I lied to my parents and told them I found a great job with Shinra, Inc.I wonder if it's too late to go back. Sometimes I think I should've taken over my parents' store.	Tifa	Referent
 Letter	Speaker	LetterTifa, how are you? I just arrived in Midgar eight days ago.Yesterday, all of Nibelheim got together to welcome me. The only person that we couldn't get a hold of was Cloud.But everyone said he wasn't really that close to us. So even if we asked, he probably wouldn't have come anyway.Well, enough about him.Midgar is really something. But to tell the truth, I feel so behind on everything... so out of it.Even the rooms of people in the slums are clean.Right now I'm living in the slums, but I plan to move to a really nice room, like the ones I've seen in magazines, once I make some money....but, to do that, I guess I have to find a job first. That's right. I still haven't found a job yet.I lied to my parents and told them I found a great job with Shinra, Inc.I wonder if it's too late to go back. Sometimes I think I should've taken over my parents' store.	Cloud	Referent
